CustomerID,Gender,Age,TenureMonths,MonthlyCharges,TotalCharges,InternetService,ContractType,PaymentMethod,SupportTickets,LatePayments,Churn
CUST101192,Male,48,26,69.79,1789.56,DSL,Month-to-Month,Credit Card,3,0,Yes
CUST101193,Female,51,2,87.47,100.0,DSL,Month-to-Month,Electronic Check,1,4,Yes
CUST101194,Female,32,23,56.23,1352.66,DSL,Two Year,Electronic Check,2,1,No
CUST101195,Male,42,23,81.9,1885.97,DSL,Two Year,Credit Card,1,1,No
CUST101196,Female,53,16,98.33,1605.46,DSL,One Year,Electronic Check,2,1,No
CUST101197,Male,25,9,53.03,839.2,DSL,Month-to-Month,Credit Card,0,2,No
CUST101198,Male,26,13,98.44,1443.39,DSL,Month-to-Month,Credit Card,5,0,No
CUST101199,Male,54,28,76.57,2117.17,Fiber Optic,Month-to-Month,Bank Transfer,3,0,No
CUST101200,Male,62,27,106.36,2606.5,Fiber Optic,Month-to-Month,Electronic Check,1,1,Yes
CUST101201,Female,56,51,68.96,3785.92,DSL,Month-to-Month,Electronic Check,2,0,Yes
CUST101202,Female,49,64,86.44,5178.86,No Internet,One Year,Bank Transfer,3,2,No
CUST101203,Female,34,52,73.78,3780.24,Fiber Optic,Month-to-Month,Bank Transfer,2,1,Yes
CUST101204,Male,52,38,72.11,2500.16,Fiber Optic,Month-to-Month,Bank Transfer,4,3,No
CUST101205,Female,54,65,82.77,5298.45,No Internet,Two Year,UPI,4,3,No
CUST101206,Male,36,18,91.1,1621.67,DSL,Month-to-Month,Electronic Check,2,0,No
CUST101207,Female,61,63,37.51,2100.04,Fiber Optic,Two Year,Credit Card,1,3,Yes
CUST101208,Male,46,51,118.01,5528.68,DSL,Two Year,Credit Card,2,2,No
CUST101209,Male,24,9,20.0,100.0,No Internet,Month-to-Month,Credit Card,2,1,No
CUST101210,Male,45,13,54.46,437.22,DSL,Month-to-Month,Electronic Check,3,0,Yes
CUST101211,Female,26,40,72.17,2695.42,DSL,One Year,UPI,3,2,No
CUST101212,Female,45,55,87.37,4748.79,Fiber Optic,Month-to-Month,Electronic Check,2,1,Yes
CUST101213,Female,23,43,122.29,5562.78,No Internet,Month-to-Month,Electronic Check,2,1,Yes
CUST101214,Female,46,44,20.0,760.23,DSL,One Year,Electronic Check,3,1,Yes
CUST101215,Male,34,68,59.77,3958.34,No Internet,Month-to-Month,Electronic Check,5,2,Yes
CUST101216,Female,33,33,20.0,639.08,Fiber Optic,Month-to-Month,Electronic Check,0,1,No
CUST101217,Female,40,24,75.95,1955.18,Fiber Optic,One Year,UPI,3,3,No
CUST101218,Male,48,36,83.15,3105.7,Fiber Optic,One Year,Bank Transfer,2,4,No
CUST101219,Male,20,10,122.72,843.43,Fiber Optic,Month-to-Month,Credit Card,3,4,Yes
CUST101220,Male,38,20,78.62,1363.43,DSL,Month-to-Month,Electronic Check,2,2,No
CUST101221,Female,43,12,106.32,1497.39,No Internet,Month-to-Month,Electronic Check,1,0,No
CUST101222,Male,53,62,92.52,5631.97,DSL,Month-to-Month,Electronic Check,4,2,No
CUST101223,Male,59,18,61.94,1307.54,No Internet,One Year,Credit Card,1,2,Yes
CUST101224,Male,54,63,32.73,2205.43,Fiber Optic,One Year,UPI,2,2,No
CUST101225,Female,39,25,83.25,1632.63,DSL,One Year,Credit Card,0,3,No
CUST101226,Male,59,12,30.24,100.0,DSL,Month-to-Month,UPI,2,1,No
CUST101227,Female,29,21,113.86,2324.42,DSL,Month-to-Month,Bank Transfer,6,4,Yes
CUST101228,Female,59,25,70.14,1833.6,DSL,Month-to-Month,Electronic Check,3,4,No
CUST101229,Male,30,11,110.86,1165.97,DSL,Month-to-Month,UPI,3,1,No
CUST101230,Male,28,64,60.59,3838.77,DSL,Month-to-Month,Credit Card,3,3,No
CUST101231,Female,33,50,83.07,4160.45,Fiber Optic,Month-to-Month,UPI,2,1,No
CUST101232,Male,25,62,81.28,5019.19,DSL,Month-to-Month,UPI,1,0,No
CUST101233,Male,57,49,73.65,3602.31,No Internet,One Year,Bank Transfer,0,3,No
CUST101234,Female,57,14,62.02,394.14,Fiber Optic,One Year,Electronic Check,3,1,No
CUST101235,Female,62,1,86.77,100.0,DSL,One Year,Electronic Check,0,3,No
CUST101236,Male,19,25,47.22,1116.36,DSL,Month-to-Month,Credit Card,2,1,No
CUST101237,Female,47,59,38.72,2070.98,DSL,Two Year,Credit Card,3,1,No
CUST101238,Male,47,69,112.28,7594.1,DSL,Two Year,Bank Transfer,3,1,No
CUST101239,Male,29,5,96.82,150.43,No Internet,Month-to-Month,UPI,2,0,No
CUST101240,Male,27,19,76.98,1539.81,Fiber Optic,One Year,UPI,3,1,No
CUST101241,Female,61,23,124.95,2643.31,Fiber Optic,Two Year,Credit Card,4,1,No
CUST101242,Male,28,9,66.97,578.57,DSL,Month-to-Month,Electronic Check,1,2,No
CUST101243,Male,32,50,114.68,5635.85,DSL,Month-to-Month,UPI,4,1,Yes
CUST101244,Male,33,16,80.27,1247.28,DSL,Month-to-Month,Bank Transfer,3,2,Yes
CUST101245,Female,34,33,44.26,1642.64,Fiber Optic,Month-to-Month,Credit Card,4,4,Yes
CUST101246,Female,43,2,130.44,114.19,Fiber Optic,Month-to-Month,UPI,3,1,Yes
CUST101247,Female,19,14,104.72,1446.07,No Internet,Two Year,Electronic Check,2,2,No
CUST101248,Female,29,1,71.37,198.98,Fiber Optic,One Year,Electronic Check,4,1,Yes
CUST101249,Female,43,58,96.82,5646.37,DSL,Month-to-Month,Bank Transfer,1,1,No
CUST101250,Male,40,16,62.89,847.39,DSL,One Year,Bank Transfer,1,0,No
CUST101251,Female,35,47,99.87,4383.8,DSL,One Year,Credit Card,3,3,No
CUST101252,Female,49,44,20.0,712.6,Fiber Optic,Month-to-Month,Credit Card,5,1,No
CUST101253,Female,55,14,44.41,658.02,DSL,Month-to-Month,Electronic Check,3,3,Yes
CUST101254,Male,64,24,104.38,2495.94,No Internet,Two Year,Electronic Check,2,1,No
CUST101255,Female,20,55,67.51,3840.56,Fiber Optic,One Year,UPI,1,1,No
CUST101256,Female,55,15,81.23,1152.13,Fiber Optic,Month-to-Month,UPI,2,1,No
CUST101257,Male,20,34,34.6,1021.49,Fiber Optic,Month-to-Month,UPI,2,2,No
CUST101258,Female,47,2,130.44,100.0,Fiber Optic,Month-to-Month,Bank Transfer,5,2,Yes
CUST101259,Male,18,27,110.72,2747.08,No Internet,Month-to-Month,Bank Transfer,3,1,No
CUST101260,Male,47,23,68.98,1377.01,No Internet,Month-to-Month,UPI,1,1,No
CUST101261,Male,62,68,62.86,4536.56,No Internet,One Year,Electronic Check,2,2,No
CUST101262,Male,49,14,105.89,1246.05,DSL,Month-to-Month,Credit Card,1,1,Yes
CUST101263,Male,45,63,134.47,8237.55,DSL,Month-to-Month,Bank Transfer,1,3,No
CUST101264,Female,38,65,103.61,6592.29,Fiber Optic,Month-to-Month,Bank Transfer,2,0,Yes
CUST101265,Male,63,68,140.15,9736.63,DSL,Month-to-Month,UPI,1,0,No
CUST101266,Male,30,63,47.33,3076.14,DSL,Two Year,Credit Card,4,0,No
CUST101267,Female,44,64,50.42,3175.72,No Internet,Month-to-Month,Bank Transfer,0,0,Yes
CUST101268,Male,53,32,39.33,942.21,DSL,One Year,Credit Card,0,1,No
CUST101269,Female,24,13,88.25,1120.92,No Internet,Month-to-Month,Bank Transfer,3,0,Yes
CUST101270,Female,39,66,80.27,5437.94,No Internet,Month-to-Month,Credit Card,4,1,No
CUST101271,Female,27,19,70.44,1584.8,No Internet,One Year,Credit Card,1,1,No
CUST101272,Male,56,24,99.28,1913.87,Fiber Optic,Month-to-Month,Bank Transfer,2,3,Yes
CUST101273,Male,32,11,111.97,1043.6,DSL,One Year,Credit Card,4,1,Yes
CUST101274,Male,32,59,29.23,1710.13,DSL,Month-to-Month,Electronic Check,3,5,No
CUST101275,Female,21,15,57.09,1072.18,Fiber Optic,One Year,Bank Transfer,2,1,No
CUST101276,Male,49,10,99.6,698.41,Fiber Optic,One Year,Bank Transfer,2,1,No
CUST101277,Male,40,41,60.97,2245.28,DSL,One Year,Electronic Check,3,1,No
CUST101278,Male,23,27,51.05,1250.09,Fiber Optic,One Year,Credit Card,1,2,No
CUST101279,Female,41,60,105.56,6017.82,Fiber Optic,One Year,Electronic Check,1,3,No
CUST101280,Female,37,52,36.31,1459.53,DSL,Two Year,Bank Transfer,2,1,No
CUST101281,Male,54,28,65.95,2235.17,No Internet,Month-to-Month,Electronic Check,2,1,No
CUST101282,Male,37,65,84.86,5429.85,DSL,One Year,Credit Card,2,0,No
CUST101283,Male,29,17,57.79,816.28,Fiber Optic,Month-to-Month,Electronic Check,2,1,No
CUST101284,Male,50,44,98.49,4060.82,Fiber Optic,Month-to-Month,Bank Transfer,2,0,No
CUST101285,Female,45,10,57.93,536.15,Fiber Optic,Month-to-Month,Credit Card,1,1,Yes
CUST101286,Female,25,63,117.26,7241.62,Fiber Optic,Two Year,Bank Transfer,1,1,Yes
CUST101287,Female,18,47,71.23,3469.3,Fiber Optic,Month-to-Month,Bank Transfer,3,0,Yes
CUST101288,Female,54,38,95.14,3364.48,No Internet,One Year,UPI,1,1,No
CUST101289,Male,39,70,97.38,6776.85,DSL,Month-to-Month,Bank Transfer,3,3,No
CUST101290,Male,23,53,56.17,2928.65,Fiber Optic,Month-to-Month,Bank Transfer,4,4,Yes
CUST101291,Male,38,44,20.0,950.96,Fiber Optic,Two Year,Credit Card,6,2,No
CUST101292,Female,49,54,85.82,4561.51,DSL,Month-to-Month,Credit Card,3,0,No
CUST101293,Male,52,20,77.17,1622.18,DSL,Month-to-Month,Credit Card,3,1,No
CUST101294,Female,32,31,91.67,2864.67,Fiber Optic,Month-to-Month,Electronic Check,2,2,No
CUST101295,Female,22,7,68.2,612.57,No Internet,One Year,Electronic Check,2,1,No
CUST101296,Male,63,58,62.09,3682.83,Fiber Optic,Month-to-Month,Credit Card,2,1,No
CUST101297,Male,23,10,135.25,1279.11,Fiber Optic,Month-to-Month,Electronic Check,1,1,Yes
CUST101298,Male,42,10,30.83,603.41,Fiber Optic,One Year,UPI,0,2,Yes
CUST101299,Female,63,39,97.02,3645.07,DSL,Month-to-Month,Electronic Check,1,0,No
CUST101300,Male,57,28,57.76,1887.77,Fiber Optic,One Year,UPI,2,0,No
CUST101301,Female,46,30,64.93,2128.95,Fiber Optic,Month-to-Month,Credit Card,3,3,No
CUST101302,Male,24,37,65.49,2523.39,Fiber Optic,Month-to-Month,Credit Card,1,1,No
CUST101303,Female,57,67,50.9,3374.59,DSL,One Year,Electronic Check,6,1,Yes
CUST101304,Female,30,43,92.14,3804.28,Fiber Optic,Two Year,Credit Card,2,2,No
CUST101305,Male,55,52,116.72,6091.77,Fiber Optic,One Year,Credit Card,2,0,No
CUST101306,Female,35,56,89.1,5009.98,Fiber Optic,One Year,Bank Transfer,3,0,Yes
CUST101307,Female,19,68,78.1,5273.74,Fiber Optic,Month-to-Month,Credit Card,1,3,No
CUST101308,Male,25,9,45.41,500.36,DSL,Month-to-Month,Bank Transfer,3,1,Yes
CUST101309,Female,28,23,90.5,2245.79,Fiber Optic,Month-to-Month,Credit Card,3,0,No
CUST101310,Male,50,63,139.69,8617.26,Fiber Optic,Two Year,UPI,2,3,No
CUST101311,Female,55,61,63.58,3729.66,DSL,Two Year,UPI,3,2,No
CUST101312,Male,44,40,63.72,2278.65,Fiber Optic,Two Year,Credit Card,1,2,No
CUST101313,Male,37,44,58.17,2617.78,Fiber Optic,Month-to-Month,UPI,2,1,No
CUST101314,Female,29,24,60.32,1745.11,Fiber Optic,Month-to-Month,UPI,3,2,No
CUST101315,Female,60,51,20.0,740.58,No Internet,One Year,UPI,4,4,No
CUST101316,Female,48,58,87.15,4887.11,DSL,One Year,Electronic Check,3,0,No
CUST101317,Female,44,33,49.63,1348.4,DSL,One Year,UPI,0,2,Yes
CUST101318,Female,49,16,26.69,305.83,No Internet,One Year,Bank Transfer,5,0,No
CUST101319,Male,27,22,97.6,1718.93,No Internet,Month-to-Month,Electronic Check,5,2,No
CUST101320,Female,20,57,42.54,2642.68,DSL,Month-to-Month,Bank Transfer,4,3,No
CUST101321,Male,62,62,64.84,4154.64,DSL,Month-to-Month,Bank Transfer,3,0,No
CUST101322,Male,44,71,118.99,8485.08,Fiber Optic,Month-to-Month,Bank Transfer,7,2,Yes
CUST101323,Female,52,70,32.72,2470.23,Fiber Optic,Month-to-Month,Electronic Check,3,1,Yes
CUST101324,Male,48,30,29.02,1039.84,DSL,Month-to-Month,Credit Card,2,2,Yes
CUST101325,Male,32,23,83.08,1897.77,No Internet,Month-to-Month,UPI,5,1,No
CUST101326,Male,33,32,109.48,3233.59,Fiber Optic,One Year,UPI,2,2,Yes
CUST101327,Male,30,57,27.77,1431.34,DSL,Two Year,Credit Card,1,0,No
CUST101328,Female,52,9,87.23,767.51,Fiber Optic,Two Year,Credit Card,1,1,No
CUST101329,Male,28,31,92.43,2709.88,Fiber Optic,Month-to-Month,Bank Transfer,4,2,No
CUST101330,Female,38,71,20.0,1765.71,Fiber Optic,Month-to-Month,Electronic Check,1,2,Yes
CUST101331,Female,28,9,98.96,922.06,DSL,Month-to-Month,Bank Transfer,2,1,No
CUST101332,Male,47,13,101.3,1337.55,Fiber Optic,Two Year,UPI,1,2,Yes
CUST101333,Female,52,58,65.65,3997.12,DSL,Month-to-Month,Credit Card,4,0,Yes
CUST101334,Female,39,3,112.57,393.09,No Internet,Month-to-Month,UPI,0,2,No
CUST101335,Female,55,35,109.09,3765.15,No Internet,Two Year,Credit Card,3,1,No
CUST101336,Male,48,21,78.09,1942.66,Fiber Optic,Month-to-Month,Electronic Check,1,2,No
CUST101337,Female,31,64,61.46,4020.31,No Internet,Two Year,Bank Transfer,3,1,Yes
CUST101338,Female,41,52,45.82,2283.86,Fiber Optic,Month-to-Month,UPI,1,3,No
CUST101339,Female,49,34,73.87,2547.24,Fiber Optic,Month-to-Month,Electronic Check,2,1,No
CUST101340,Male,53,35,92.09,3117.16,DSL,Month-to-Month,UPI,3,1,No
CUST101341,Female,49,15,65.27,814.98,Fiber Optic,Two Year,Credit Card,2,0,No
CUST101342,Male,32,6,20.0,277.96,Fiber Optic,Two Year,UPI,4,1,No
CUST101343,Male,60,32,113.06,3517.66,Fiber Optic,One Year,Electronic Check,5,1,Yes
CUST101344,Male,52,52,80.71,4043.46,DSL,Month-to-Month,Electronic Check,5,5,No
CUST101345,Male,20,28,63.61,1817.27,Fiber Optic,Month-to-Month,Bank Transfer,2,1,No
CUST101346,Male,33,64,100.71,6655.2,DSL,Two Year,UPI,1,0,No
CUST101347,Male,22,19,120.74,1874.03,DSL,One Year,Credit Card,1,1,Yes
CUST101348,Female,38,15,20.0,155.14,DSL,One Year,UPI,7,0,No
CUST101349,Male,27,6,88.03,100.0,No Internet,Month-to-Month,Bank Transfer,1,5,Yes
CUST101350,Female,36,38,32.2,546.68,Fiber Optic,Month-to-Month,Credit Card,2,3,Yes
CUST101351,Female,42,26,89.97,2348.78,Fiber Optic,Month-to-Month,Credit Card,3,6,Yes
CUST101352,Male,21,51,78.84,3757.24,Fiber Optic,One Year,Bank Transfer,2,1,No
CUST101353,Female,46,53,94.07,5138.83,Fiber Optic,Two Year,Credit Card,2,1,No
CUST101354,Female,36,56,60.02,3120.99,DSL,Month-to-Month,Electronic Check,2,2,No
CUST101355,Female,60,59,20.0,1297.48,Fiber Optic,Month-to-Month,Electronic Check,7,1,No
CUST101356,Female,19,70,61.49,4362.16,Fiber Optic,Month-to-Month,Credit Card,0,2,No
CUST101357,Male,27,58,87.21,4871.16,DSL,Month-to-Month,UPI,7,3,No
CUST101358,Female,60,13,105.46,1270.23,DSL,Two Year,Credit Card,3,0,No
CUST101359,Male,42,43,39.85,1748.27,DSL,Month-to-Month,UPI,2,1,No
CUST101360,Female,37,51,105.81,5502.38,DSL,Two Year,Bank Transfer,4,1,No
CUST101361,Female,36,19,55.56,1328.32,DSL,One Year,Electronic Check,4,2,Yes
CUST101362,Male,40,21,85.87,1846.17,DSL,One Year,Electronic Check,2,0,No
CUST101363,Female,41,24,59.7,1423.66,Fiber Optic,Two Year,Bank Transfer,1,1,No
CUST101364,Female,28,26,80.47,2096.9,No Internet,One Year,Bank Transfer,5,1,No
CUST101365,Female,63,45,101.76,4528.13,DSL,Two Year,Electronic Check,3,1,No
CUST101366,Male,51,28,38.19,975.69,Fiber Optic,Month-to-Month,Bank Transfer,2,3,No
CUST101367,Female,45,29,54.6,1396.72,Fiber Optic,One Year,Credit Card,3,1,No
CUST101368,Male,22,17,80.55,1446.55,DSL,One Year,Credit Card,5,2,Yes
CUST101369,Female,22,68,147.05,9831.06,No Internet,Month-to-Month,UPI,2,0,No
CUST101370,Male,38,44,49.1,2194.82,Fiber Optic,One Year,UPI,4,0,No
CUST101371,Male,29,61,136.2,8301.23,Fiber Optic,One Year,UPI,3,0,No
CUST101372,Female,21,68,135.13,9317.22,No Internet,Two Year,Credit Card,4,3,No
CUST101373,Female,59,25,72.08,1849.33,No Internet,Month-to-Month,Electronic Check,3,1,No
CUST101374,Male,37,67,66.06,4270.88,Fiber Optic,One Year,UPI,4,1,No
CUST101375,Male,55,2,54.24,100.0,Fiber Optic,Month-to-Month,Credit Card,3,1,Yes
CUST101376,Female,42,49,72.95,3782.21,DSL,One Year,Electronic Check,2,1,No
CUST101377,Male,31,70,32.8,2211.76,Fiber Optic,Month-to-Month,Bank Transfer,2,0,Yes
CUST101378,Female,28,26,72.71,2169.93,No Internet,One Year,Credit Card,1,1,Yes
CUST101379,Female,49,27,119.91,2713.27,Fiber Optic,Month-to-Month,Bank Transfer,1,1,Yes
CUST101380,Female,28,18,56.67,1056.29,Fiber Optic,Month-to-Month,UPI,3,1,No
CUST101381,Female,35,54,67.78,3831.24,Fiber Optic,Month-to-Month,Electronic Check,5,2,No
CUST101382,Male,44,1,23.97,100.0,Fiber Optic,Month-to-Month,Credit Card,2,1,Yes
CUST101383,Female,35,61,86.22,5301.81,Fiber Optic,One Year,UPI,3,1,No
CUST101384,Male,40,3,82.93,363.22,Fiber Optic,Two Year,UPI,5,4,Yes
CUST101385,Female,28,68,76.91,5395.28,DSL,Month-to-Month,Electronic Check,1,2,No
CUST101386,Male,38,41,68.5,2929.2,Fiber Optic,Month-to-Month,Bank Transfer,3,0,No
CUST101387,Female,61,37,66.22,2695.89,No Internet,Month-to-Month,UPI,1,0,No
CUST101388,Male,22,51,90.06,4498.51,Fiber Optic,One Year,Electronic Check,2,1,No
CUST101389,Male,40,15,74.14,1446.26,DSL,Month-to-Month,Electronic Check,2,2,No
CUST101390,Female,58,8,84.45,468.88,Fiber Optic,Month-to-Month,Credit Card,1,2,Yes
CUST101391,Female,42,38,81.45,3286.71,Fiber Optic,Month-to-Month,UPI,3,1,No
CUST101392,Female,58,56,108.7,6166.1,DSL,Month-to-Month,Bank Transfer,3,0,No
CUST101393,Female,27,47,95.31,4927.79,DSL,Month-to-Month,Bank Transfer,3,3,No
CUST101394,Male,39,10,80.79,867.62,DSL,Month-to-Month,UPI,1,1,Yes
CUST101395,Female,36,49,120.55,6044.35,DSL,One Year,Bank Transfer,4,2,No
CUST101396,Male,18,41,87.61,3261.43,DSL,One Year,Electronic Check,3,1,No
CUST101397,Male,24,30,114.15,3595.37,Fiber Optic,Month-to-Month,Electronic Check,4,0,No
CUST101398,Female,21,5,93.21,522.41,No Internet,One Year,UPI,0,2,No
CUST101399,Male,18,71,20.0,1567.28,DSL,Month-to-Month,Bank Transfer,1,0,Yes
CUST101400,Male,32,31,114.15,3348.07,No Internet,Two Year,Electronic Check,5,1,Yes
CUST101401,Male,57,52,79.06,4011.36,DSL,Month-to-Month,UPI,5,0,No
CUST101402,Male,29,23,73.44,1725.41,Fiber Optic,One Year,Electronic Check,4,1,No
CUST101403,Female,39,48,83.44,3990.88,Fiber Optic,One Year,UPI,2,1,Yes
CUST101404,Female,39,40,64.65,2640.54,DSL,Month-to-Month,Credit Card,3,3,Yes
CUST101405,Female,64,6,81.81,523.94,DSL,Two Year,Credit Card,2,0,No
CUST101406,Female,34,38,57.24,2075.87,DSL,Month-to-Month,UPI,2,2,No
CUST101407,Male,46,41,113.23,4594.62,DSL,One Year,Credit Card,3,0,No
CUST101408,Male,63,27,71.59,1783.56,Fiber Optic,Month-to-Month,Credit Card,4,1,No
CUST101409,Female,31,69,63.52,4934.32,Fiber Optic,Month-to-Month,Bank Transfer,2,2,No
CUST101410,Female,37,57,47.25,2761.19,Fiber Optic,One Year,Credit Card,2,3,No
CUST101411,Female,50,17,83.06,1763.25,DSL,Month-to-Month,Bank Transfer,3,0,No
CUST101412,Male,60,71,80.61,5515.24,DSL,Month-to-Month,Credit Card,0,1,No
CUST101413,Female,32,47,86.65,4054.86,Fiber Optic,Month-to-Month,Credit Card,2,2,No
CUST101414,Female,29,13,44.18,485.12,DSL,One Year,Electronic Check,1,1,Yes
CUST101415,Female,57,11,26.96,375.75,Fiber Optic,Month-to-Month,UPI,2,2,Yes
CUST101416,Male,37,24,93.77,2291.31,Fiber Optic,Month-to-Month,Credit Card,0,2,Yes
CUST101417,Male,47,4,119.54,250.79,DSL,One Year,UPI,4,2,Yes
CUST101418,Male,55,46,44.21,2128.83,Fiber Optic,Month-to-Month,UPI,2,4,Yes
CUST101419,Male,20,18,122.68,2261.75,DSL,Month-to-Month,Electronic Check,2,1,Yes
CUST101420,Male,45,43,83.52,3650.28,DSL,Month-to-Month,UPI,4,2,No
CUST101421,Male,43,33,74.79,2698.54,No Internet,Month-to-Month,UPI,1,1,No
CUST101422,Male,47,10,63.07,820.25,Fiber Optic,Month-to-Month,Credit Card,5,2,Yes
CUST101423,Male,30,59,33.46,2299.17,Fiber Optic,Two Year,Electronic Check,4,1,No
CUST101424,Female,30,31,104.63,3311.32,DSL,Month-to-Month,UPI,2,1,Yes
CUST101425,Female,19,28,51.73,1631.23,DSL,Month-to-Month,Credit Card,3,1,No
CUST101426,Male,54,60,51.61,3058.53,DSL,Month-to-Month,Electronic Check,1,2,Yes
CUST101427,Male,55,3,104.76,352.68,Fiber Optic,Month-to-Month,Credit Card,1,3,Yes
CUST101428,Female,19,55,20.0,1216.2,Fiber Optic,One Year,Electronic Check,1,2,No
CUST101429,Male,53,14,29.29,311.21,DSL,Month-to-Month,Electronic Check,3,2,Yes
CUST101430,Male,43,58,74.46,4331.03,DSL,Month-to-Month,Bank Transfer,1,3,Yes
CUST101431,Male,28,15,83.8,1000.71,Fiber Optic,Month-to-Month,Bank Transfer,2,0,Yes
CUST101432,Female,25,2,89.54,425.87,Fiber Optic,Two Year,Bank Transfer,3,4,No
CUST101433,Female,61,24,65.95,1835.4,DSL,Month-to-Month,UPI,5,2,Yes
CUST101434,Female,57,64,150.91,9415.56,Fiber Optic,Month-to-Month,Credit Card,3,6,Yes
CUST101435,Female,60,71,68.16,5070.9,Fiber Optic,One Year,Electronic Check,2,2,No
CUST101436,Female,39,24,68.08,1827.52,Fiber Optic,Month-to-Month,Credit Card,1,0,Yes
CUST101437,Male,37,27,51.09,1443.41,Fiber Optic,One Year,UPI,4,1,No
CUST101438,Female,25,37,78.72,2977.11,DSL,One Year,Bank Transfer,2,0,No
CUST101439,Male,46,39,93.45,3759.06,Fiber Optic,Month-to-Month,Bank Transfer,2,0,Yes
CUST101440,Male,57,63,111.11,6737.13,Fiber Optic,Month-to-Month,Credit Card,1,1,Yes
CUST101441,Female,43,26,30.32,1249.13,Fiber Optic,Two Year,Credit Card,5,2,No
CUST101442,Female,47,65,67.62,3961.41,Fiber Optic,One Year,Electronic Check,1,0,No
CUST101443,Male,34,4,88.4,100.0,DSL,Two Year,Credit Card,0,1,No
CUST101444,Male,37,29,92.61,2897.98,Fiber Optic,Month-to-Month,Electronic Check,3,1,Yes
CUST101445,Male,33,1,75.2,258.74,DSL,Month-to-Month,Electronic Check,3,1,No
CUST101446,Female,63,50,91.27,4904.32,Fiber Optic,Two Year,Bank Transfer,2,0,No
CUST101447,Female,60,11,50.73,578.92,Fiber Optic,Month-to-Month,Credit Card,0,1,Yes
CUST101448,Female,24,59,121.74,6998.06,Fiber Optic,Two Year,Bank Transfer,2,0,No
CUST101449,Female,33,62,104.78,6509.41,Fiber Optic,Month-to-Month,Electronic Check,1,1,Yes
CUST101450,Female,62,36,34.65,1417.84,DSL,Two Year,Bank Transfer,3,0,No
CUST101451,Male,64,56,42.75,2255.03,Fiber Optic,Month-to-Month,Bank Transfer,1,2,No
CUST101452,Female,44,21,43.59,702.07,DSL,Month-to-Month,Electronic Check,1,1,No
CUST101453,Male,40,13,95.34,1245.76,Fiber Optic,Two Year,UPI,4,3,No
CUST101454,Male,41,9,36.46,183.69,Fiber Optic,Month-to-Month,UPI,2,1,Yes
CUST101455,Male,26,11,65.07,680.97,Fiber Optic,Month-to-Month,Credit Card,2,1,Yes
CUST101456,Female,52,70,88.64,6081.26,DSL,Month-to-Month,Bank Transfer,1,1,Yes
CUST101457,Female,37,1,73.02,189.53,Fiber Optic,One Year,Credit Card,0,3,Yes
CUST101458,Female,54,70,82.77,5703.94,Fiber Optic,Two Year,Bank Transfer,0,2,No
CUST101459,Male,59,56,43.03,2306.09,Fiber Optic,Month-to-Month,Credit Card,2,1,No
CUST101460,Male,34,31,92.85,3019.39,Fiber Optic,Month-to-Month,Credit Card,2,1,No
CUST101461,Male,64,37,56.6,1872.15,No Internet,Month-to-Month,Electronic Check,2,1,No
CUST101462,Male,48,47,65.26,2886.03,DSL,One Year,UPI,2,0,No
CUST101463,Male,25,47,82.13,3927.86,DSL,Month-to-Month,UPI,2,3,No
CUST101464,Male,32,69,78.09,5213.21,DSL,Month-to-Month,UPI,2,1,No
CUST101465,Female,48,58,75.72,4651.94,DSL,Month-to-Month,Electronic Check,3,2,No
CUST101466,Female,47,36,52.48,1678.62,Fiber Optic,One Year,UPI,2,2,No
CUST101467,Female,63,32,66.01,2088.44,DSL,Two Year,Electronic Check,1,1,No
CUST101468,Female,37,64,75.07,4630.9,Fiber Optic,Month-to-Month,Bank Transfer,0,2,Yes
CUST101469,Male,56,71,33.75,2688.81,Fiber Optic,Month-to-Month,Electronic Check,5,3,Yes
CUST101470,Male,29,42,61.12,2355.78,DSL,One Year,Credit Card,3,1,No
CUST101471,Female,34,48,86.63,4541.78,DSL,One Year,Credit Card,6,0,No
CUST101472,Male,59,30,36.68,1117.05,DSL,Month-to-Month,Bank Transfer,2,1,No
CUST101473,Female,47,21,109.7,2266.79,DSL,Month-to-Month,Bank Transfer,0,0,Yes
CUST101474,Female,46,60,113.09,6368.14,Fiber Optic,Month-to-Month,Credit Card,1,2,Yes
CUST101475,Female,36,13,37.65,822.65,Fiber Optic,One Year,UPI,0,0,No
CUST101476,Male,63,1,115.73,217.31,Fiber Optic,One Year,UPI,4,0,Yes
CUST101477,Female,28,65,70.69,4351.05,DSL,Month-to-Month,UPI,2,0,No
CUST101478,Female,51,33,87.56,2785.24,No Internet,Month-to-Month,Bank Transfer,5,0,Yes
CUST101479,Female,24,38,60.1,1952.95,Fiber Optic,Month-to-Month,Credit Card,3,1,No
CUST101480,Male,61,25,102.69,2411.67,Fiber Optic,Two Year,Electronic Check,2,3,No
CUST101481,Male,51,26,87.18,2243.81,Fiber Optic,Month-to-Month,Bank Transfer,1,2,No
CUST101482,Female,37,59,50.58,3311.59,No Internet,Two Year,Credit Card,2,1,No
CUST101483,Male,55,33,40.04,1819.66,DSL,One Year,UPI,3,1,No
CUST101484,Male,41,41,31.19,1385.42,Fiber Optic,Month-to-Month,UPI,1,2,Yes
CUST101485,Male,27,30,80.64,2107.82,No Internet,Month-to-Month,UPI,2,1,No
CUST101486,Male,49,57,92.17,5719.56,DSL,Two Year,Credit Card,2,3,No
